128	4	0.08	12491.69
256	4	0.16	6235.60
384	4	0.27	3648.33
512	4	0.35	2826.21
640	4	0.40	2521.34
768	4	0.41	2440.74
896	4	0.55	1822.50
1024	4	0.64	1565.14
1152	4	1.26	793.96
1280	4	0.85	1171.50
1408	4	1.70	588.96
1536	4	1.92	521.40
1664	4	1.54	649.04
1792	4	1.72	581.49
1920	4	2.01	498.40
2048	4	2.15	465.23
2176	4	2.41	415.79
2304	4	2.28	439.44
2432	4	2.63	379.70
2560	4	2.74	364.61
2688	4	2.86	349.34
2816	4	3.12	320.96
2944	4	5.16	193.81
3072	4	3.38	295.80
3200	4	4.09	244.32
3328	4	4.18	239.23
3456	4	3.47	288.45
3584	4	5.10	196.22
3712	4	4.79	208.98
3840	4	2.91	343.79
3968	4	4.42	226.30
4096	4	6.01	166.38
4224	4	6.37	157.01
4352	4	6.12	163.45
4480	4	6.53	153.05
4608	4	4.15	241.10
4736	4	5.06	197.69
4864	4	6.37	157.02
4992	4	6.93	144.36
5120	4	7.46	133.99
5248	4	10.12	98.79
5376	4	12.23	81.78
5504	4	9.70	103.04
5632	4	9.88	101.25
5760	4	8.83	113.27
5888	4	8.57	116.74
6016	4	6.52	153.41
6144	4	8.96	111.65
6272	4	8.19	122.17
6400	4	8.39	119.12
6528	4	8.86	112.83
6656	4	8.76	114.15
6784	4	11.23	89.01
6912	4	11.26	88.83
7040	4	11.71	85.40
7168	4	12.19	82.01
7296	4	8.55	117.02
7424	4	10.20	98.02
7552	4	8.80	113.66
7680	4	8.96	111.66
7808	4	10.10	99.03
7936	4	10.59	94.42
8064	4	16.74	59.73
8192	4	15.80	63.28
128	8	0.11	9320.93
256	8	0.17	6024.76
384	8	0.47	2116.94
512	8	0.52	1940.53
640	8	0.81	1231.39
768	8	1.11	902.74
896	8	1.06	942.11
1024	8	1.47	681.53
1152	8	1.86	538.79
1280	8	1.60	625.53
1408	8	2.01	498.15
1536	8	2.62	381.93
1664	8	2.73	366.24
1792	8	2.59	386.29
1920	8	4.03	248.33
2048	8	2.95	339.27
2176	8	3.78	264.55
2304	8	3.64	274.86
2432	8	5.10	195.98
2560	8	4.67	214.28
2688	8	5.11	195.57
2816	8	7.22	138.49
2944	8	4.70	212.88
3072	8	6.16	162.33
3200	8	8.05	124.16
3328	8	5.74	174.17
3456	8	6.43	155.43
3584	8	7.18	139.23
3712	8	6.37	156.96
3840	8	8.29	120.63
3968	8	7.70	129.88
4096	8	8.25	121.20
4224	8	8.41	118.92
4352	8	10.30	97.08
4480	8	10.59	94.42
4608	8	9.66	103.55
4736	8	9.13	109.55
4864	8	11.14	89.75
4992	8	12.89	77.60
5120	8	8.86	112.85
5248	8	13.83	72.30
5376	8	16.04	62.34
5504	8	11.86	84.33
5632	8	16.41	60.95
5760	8	15.96	62.67
5888	8	15.03	66.55
6016	8	15.84	63.13
6144	8	13.84	72.24
6272	8	14.20	70.44
6400	8	14.45	69.22
6528	8	15.89	62.93
6656	8	17.43	57.37
6784	8	13.13	76.17
6912	8	22.49	44.47
7040	8	23.85	41.93
7168	8	14.72	67.92
7296	8	19.16	52.20
7424	8	20.07	49.83
7552	8	17.28	57.85
7680	8	18.35	54.49
7808	8	22.06	45.33
7936	8	34.87	28.68
8064	8	28.03	35.67
8192	8	19.24	51.97
128	12	0.13	7803.65
256	12	0.17	5777.92
384	12	0.64	1555.20
