128	4	0.07	14207.82
256	4	0.13	7743.23
384	4	0.28	3566.63
512	4	0.38	2648.26
640	4	0.48	2069.22
768	4	0.38	2611.85
896	4	0.44	2274.82
1024	4	0.68	1469.53
1152	4	1.01	992.30
1280	4	0.69	1439.52
1408	4	0.81	1237.31
1536	4	1.52	658.05
1664	4	0.90	1111.30
1792	4	1.12	893.02
1920	4	2.36	422.95
2048	4	1.09	916.22
2176	4	2.30	434.22
2304	4	2.71	369.08
2432	4	3.48	287.21
2560	4	1.34	748.90
2688	4	2.63	379.53
2816	4	3.08	325.02
2944	4	3.28	304.49
3072	4	3.74	267.35
3200	4	3.70	270.06
3328	4	2.41	414.59
3456	4	3.12	320.56
3584	4	3.25	307.89
3712	4	3.75	266.84
3840	4	3.43	291.57
3968	4	5.82	171.73
4096	4	6.47	154.46
4224	4	3.10	322.19
4352	4	5.71	175.15
4480	4	4.32	231.59
4608	4	3.95	253.26
4736	4	4.11	243.55
4864	4	3.55	281.62
4992	4	3.62	276.09
5120	4	8.14	122.80
5248	4	3.66	273.38
5376	4	3.93	254.24
5504	4	5.28	189.30
5632	4	7.50	133.42
5760	4	10.42	95.96
5888	4	6.03	165.84
6016	4	6.07	164.70
6144	4	9.26	107.97
6272	4	7.33	136.41
6400	4	7.53	132.82
6528	4	10.63	94.07
6656	4	7.83	127.79
6784	4	7.79	128.35
6912	4	12.49	80.04
7040	4	8.62	116.04
7168	4	11.44	87.39
7296	4	8.37	119.44
7424	4	8.22	121.68
7552	4	11.49	87.02
7680	4	10.79	92.68
7808	4	12.47	80.17
7936	4	12.02	83.23
8064	4	11.97	83.52
8192	4	12.36	80.90
128	8	0.11	9226.87
256	8	0.20	5085.55
384	8	0.50	1980.21
512	8	0.55	1815.44
640	8	0.74	1343.54
768	8	0.89	1124.39
896	8	1.23	813.76
1024	8	1.42	702.46
1152	8	1.70	587.20
1280	8	2.07	482.02
1408	8	2.33	430.10
1536	8	3.11	321.99
1664	8	2.72	367.62
1792	8	2.48	402.56
1920	8	2.70	370.97
2048	8	3.24	308.98
2176	8	3.93	254.28
2304	8	4.66	214.64
2432	8	3.61	276.91
2560	8	4.25	235.37
2688	8	6.19	161.48
2816	8	6.47	154.51
2944	8	5.78	173.15
3072	8	6.93	144.28
3200	8	5.81	172.04
3328	8	7.65	130.73
3456	8	7.03	142.21
3584	8	7.79	128.40
3712	8	6.75	148.25
3840	8	7.66	130.47
3968	8	9.08	110.16
4096	8	7.13	140.17
4224	8	7.39	135.26
4352	8	8.35	119.71
4480	8	7.67	130.46
4608	8	9.09	110.03
4736	8	9.28	107.73
4864	8	8.81	113.45
4992	8	9.92	100.80
5120	8	10.48	95.42
5248	8	16.02	62.42
5376	8	9.79	102.15
5504	8	11.81	84.68
5632	8	15.07	66.35
5760	8	10.96	91.21
5888	8	14.49	69.02
6016	8	10.90	91.72
6144	8	14.57	68.62
6272	8	12.44	80.37
6400	8	13.59	73.56
6528	8	14.33	69.80
6656	8	15.77	63.40
6784	8	12.24	81.67
6912	8	11.49	87.05
7040	8	15.93	62.77
7168	8	19.17	52.15
7296	8	14.90	67.10
7424	8	17.53	57.06
7552	8	14.86	67.30
7680	8	16.95	58.99
7808	8	19.22	52.02
7936	8	20.27	49.34
8064	8	21.17	47.24
8192	8	18.21	54.90
128	12	0.08	12890.08
256	12	0.31	3252.90
384	12	0.40	2531.39
512	12	0.70	1426.72
640	12	1.03	967.26
768	12	1.43	700.44
896	12	1.86	536.25
1024	12	1.86	538.51
1152	12	2.15	466.07
1280	12	2.61	383.32
1408	12	2.53	395.96
1536	12	2.70	370.59
1664	12	3.52	283.82
1792	12	4.18	239.06
1920	12	6.28	159.17
2048	12	5.14	194.52
2176	12	4.76	209.92
2304	12	5.78	172.97
2432	12	9.31	107.45
2560	12	6.37	157.00
2688	12	6.58	151.89
2816	12	9.75	102.59
2944	12	6.98	143.18
3072	12	6.64	150.59
3200	12	5.55	180.23
3328	12	7.42	134.77
3456	12	12.13	82.46
3584	12	7.31	136.72
3712	12	10.40	96.20
3840	12	7.54	132.67
3968	12	11.97	83.55
4096	12	10.13	98.74
4224	12	8.56	116.80
4352	12	10.95	91.30
4480	12	9.64	103.78
4608	12	8.57	116.74
4736	12	12.42	80.51
4864	12	13.73	72.82
4992	12	17.61	56.78
5120	12	15.11	66.19
5248	12	18.41	54.31
5376	12	16.35	61.18
5504	12	14.94	66.93
5632	12	18.04	55.44
5760	12	21.39	46.74
5888	12	15.72	63.60
6016	12	21.80	45.88
6144	12	17.47	57.25
6272	12	17.40	57.49
6400	12	21.65	46.19
6528	12	19.22	52.03
6656	12	20.33	49.20
6784	12	19.25	51.94
6912	12	24.27	41.21
7040	12	19.10	52.35
7168	12	20.45	48.91
7296	12	16.52	60.54
7424	12	20.93	47.79
7552	12	17.13	58.36
7680	12	24.34	41.08
7808	12	29.52	33.88
7936	12	27.69	36.11
8064	12	25.87	38.66
8192	12	25.02	39.97
128	16	0.09	11271.11
256	16	0.29	3393.80
384	16	0.61	1633.43
512	16	0.88	1136.01
640	16	0.82	1222.67
768	16	1.95	512.08
896	16	1.89	528.14
1024	16	1.92	521.99
1152	16	3.36	297.23
1280	16	2.67	374.93
1408	16	2.39	419.20
1536	16	3.26	306.88
1664	16	4.81	207.81
1792	16	3.54	282.63
1920	16	4.79	208.88
2048	16	5.16	193.64
2176	16	6.72	148.90
2304	16	7.35	136.09
2432	16	5.93	168.71
2560	16	7.17	139.51
2688	16	6.47	154.55
2816	16	7.92	126.24
2944	16	10.33	96.77
3072	16	8.67	115.36
3200	16	10.66	93.77
3328	16	9.84	101.61
3456	16	11.28	88.66
3584	16	11.70	85.44
3712	16	10.69	93.57
3840	16	10.81	92.47
3968	16	17.89	55.89
4096	16	13.69	73.03
4224	16	14.26	70.14
4352	16	14.66	68.20
4480	16	13.28	75.29
4608	16	16.92	59.10
4736	16	17.27	57.91
4864	16	14.99	66.71
4992	16	16.59	60.28
5120	16	19.95	50.13
5248	16	22.80	43.86
