128	4	0.01	105652.40
384	4	0.03	30404.38
640	4	0.09	11722.64
896	4	0.09	10865.43
1152	4	0.09	10839.52
1408	4	0.13	7465.75
1664	4	0.12	8053.48
1920	4	0.27	3750.23
2176	4	0.33	3041.46
2432	4	0.36	2793.61
2688	4	0.42	2363.00
2944	4	0.44	2247.75
3200	4	0.48	2066.76
3456	4	0.67	1489.99
3712	4	0.70	1433.02
3968	4	0.65	1543.42
4224	4	0.66	1508.93
4480	4	1.22	819.64
4736	4	0.46	2179.55
4992	4	0.54	1842.60
5248	4	0.64	1572.39
5504	4	0.56	1800.54
5760	4	0.62	1605.06
6016	4	0.69	1440.41
6272	4	1.63	612.68
6528	4	1.86	536.43
6784	4	1.85	539.28
7040	4	1.79	557.61
7296	4	2.63	380.40
7552	4	1.68	596.15
7808	4	2.01	498.61
8064	4	2.75	363.53
8320	4	2.12	471.51
8576	4	2.80	357.07
8832	4	2.38	419.87
9088	4	2.41	415.70
9344	4	3.34	299.28
9600	4	2.91	343.51
9856	4	2.14	468.06
10112	4	1.85	541.04
10368	4	2.03	493.44
10624	4	2.66	376.42
10880	4	1.83	545.16
11136	4	1.96	509.98
11392	4	1.84	542.48
11648	4	2.06	485.08
11904	4	2.90	345.00
12160	4	4.75	210.37
12416	4	4.79	208.80
12672	4	2.91	343.30
12928	4	4.77	209.49
13184	4	4.95	201.82
13440	4	4.68	213.57
13696	4	5.31	188.31
13952	4	5.99	166.94
14208	4	5.86	170.63
14464	4	4.55	219.60
14720	4	5.86	170.53
14976	4	4.63	215.97
15232	4	5.75	173.95
15488	4	3.73	267.84
15744	4	4.96	201.60
16000	4	6.75	148.11
16256	4	6.76	147.87
16512	4	6.50	153.84
16768	4	5.34	187.19
17024	4	5.38	185.80
17280	4	5.07	197.29
17536	4	5.20	192.26
17792	4	6.51	153.64
18048	4	5.02	199.33
18304	4	5.30	188.51
18560	4	5.66	176.64
18816	4	6.50	153.91
19072	4	5.47	182.92
19328	4	6.63	150.72
19584	4	4.39	227.83
19840	4	3.79	264.07
20096	4	5.70	175.37
20352	4	4.00	249.85
20608	4	6.97	143.51
20864	4	7.31	136.76
21120	4	6.58	151.89
21376	4	5.69	175.67
21632	4	8.11	123.36
21888	4	5.86	170.54
22144	4	6.49	154.09
22400	4	9.00	111.06
22656	4	6.51	153.67
22912	4	6.21	161.04
23168	4	5.89	169.91
23424	4	5.89	169.87
23680	4	8.95	111.73
23936	4	6.70	149.32
24192	4	3.61	276.73
24448	4	10.54	94.91
24704	4	6.28	159.27
24960	4	5.40	185.14
25216	4	5.48	182.40
25472	4	5.37	186.33
25728	4	5.20	192.35
25984	4	5.68	176.17
26240	4	8.55	117.03
26496	4	6.65	150.47
26752	4	6.96	143.67
27008	4	7.87	127.05
27264	4	6.97	143.50
27520	4	9.74	102.70
27776	4	10.06	99.44
28032	4	9.26	107.95
28288	4	8.07	123.86
28544	4	6.96	143.75
28800	4	10.61	94.24
29056	4	7.64	130.92
29312	4	7.65	130.76
29568	4	6.99	143.05
29824	4	8.28	120.80
30080	4	8.12	123.20
30336	4	7.73	129.33
30592	4	8.57	116.74
30848	4	10.01	99.86
31104	4	12.37	80.86
31360	4	10.40	96.19
31616	4	11.23	89.01
31872	4	11.36	88.01
32128	4	9.70	103.08
32384	4	13.51	74.03
32640	4	15.53	64.41
32896	4	16.10	62.13
33152	4	12.52	79.86
33408	4	13.99	71.50
33664	4	14.95	66.89
