128	4	0.01	106929.00
384	4	0.04	27499.73
640	4	0.06	17748.12
896	4	0.09	11666.71
1152	4	0.09	10671.22
1408	4	0.19	5374.99
1664	4	0.29	3444.06
1920	4	0.21	4832.81
2176	4	0.31	3217.06
2432	4	0.40	2517.19
2688	4	0.19	5140.44
2944	4	0.46	2179.99
3200	4	0.50	1994.92
3456	4	0.70	1435.61
3712	4	0.75	1326.23
3968	4	1.03	967.57
4224	4	1.00	1002.73
4480	4	1.09	916.15
4736	4	0.76	1316.57
4992	4	0.97	1031.01
5248	4	0.82	1213.62
5504	4	0.87	1151.86
5760	4	1.14	874.94
6016	4	1.45	689.66
6272	4	0.84	1195.96
6528	4	1.42	706.64
6784	4	1.31	764.68
7040	4	1.26	791.49
7296	4	2.37	422.10
7552	4	1.45	688.14
7808	4	1.47	679.57
8064	4	1.62	618.05
8320	4	2.20	454.49
8576	4	0.87	1145.76
8832	4	3.03	329.73
9088	4	3.25	307.37
9344	4	1.73	579.62
9600	4	2.22	450.75
9856	4	2.90	344.53
10112	4	3.41	293.25
10368	4	3.65	273.84
10624	4	3.46	289.25
10880	4	2.94	339.75
11136	4	3.16	316.74
11392	4	2.61	382.68
11648	4	1.95	514.13
11904	4	2.18	458.04
12160	4	2.08	481.42
12416	4	2.93	341.47
12672	4	2.83	352.77
12928	4	4.05	246.78
13184	4	4.11	243.03
13440	4	2.71	369.15
13696	4	2.67	374.05
13952	4	4.56	219.14
14208	4	2.63	380.83
14464	4	6.00	166.54
14720	4	3.46	288.86
14976	4	2.92	342.14
15232	4	2.99	334.14
15488	4	4.46	224.15
15744	4	3.29	303.65
16000	4	4.58	218.23
16256	4	5.08	196.97
16512	4	3.73	268.45
16768	4	3.48	287.38
17024	4	4.22	236.74
17280	4	4.62	216.43
17536	4	4.48	223.29
17792	4	3.70	270.11
18048	4	5.30	188.77
18304	4	6.16	162.24
18560	4	4.80	208.32
18816	4	5.99	167.02
19072	4	4.47	223.69
19328	4	5.65	176.88
19584	4	7.36	135.82
19840	4	8.25	121.27
20096	4	4.52	221.16
20352	4	5.02	199.13
20608	4	6.96	143.58
20864	4	4.87	205.44
21120	4	6.15	162.52
21376	4	7.03	142.19
21632	4	7.62	131.23
21888	4	7.86	127.31
22144	4	8.22	121.67
22400	4	9.57	104.51
22656	4	7.24	138.20
22912	4	4.74	210.97
23168	4	6.34	157.79
23424	4	7.42	134.75
23680	4	9.01	110.97
23936	4	4.77	209.66
24192	4	9.82	101.85
24448	4	5.91	169.08
24704	4	6.94	144.15
24960	4	6.15	162.57
25216	4	10.82	92.46
25472	4	7.59	131.68
25728	4	10.25	97.56
25984	4	6.00	166.62
26240	4	8.36	119.62
26496	4	6.55	152.67
26752	4	4.91	203.49
27008	4	9.76	102.46
27264	4	6.44	155.35
27520	4	7.09	141.13
27776	4	9.38	106.63
28032	4	8.57	116.75
28288	4	10.36	96.49
28544	4	9.02	110.84
28800	4	5.59	178.84
29056	4	11.83	84.55
29312	4	13.26	75.39
29568	4	9.69	103.25
29824	4	11.38	87.87
30080	4	11.22	89.13
30336	4	10.84	92.26
30592	4	11.25	88.87
30848	4	10.46	95.60
31104	4	9.93	100.66
31360	4	8.91	112.27
31616	4	7.40	135.19
31872	4	7.03	142.25
32128	4	9.09	110.05
32384	4	8.49	117.75
32640	4	12.90	77.53
32896	4	9.52	105.02
33152	4	10.32	96.93
33408	4	6.17	162.03
33664	4	11.55	86.59
33920	4	14.82	67.48
34176	4	11.25	88.88
34432	4	9.19	108.76
34688	4	13.01	76.88
34944	4	12.13	82.45
35200	4	14.24	70.22
35456	4	12.02	83.17
35712	4	9.55	104.68
35968	4	10.02	99.85
36224	4	13.36	74.87
36480	4	12.87	77.67
36736	4	11.04	90.58
36992	4	14.28	70.04
37248	4	11.05	90.47
37504	4	13.12	76.23
37760	4	10.59	94.41
38016	4	12.13	82.45
38272	4	11.73	85.25
38528	4	14.39	69.49
38784	4	14.30	69.91
39040	4	8.46	118.23
39296	4	2.24	446.50
39552	4	13.73	72.84
39808	4	13.51	74.02
40064	4	12.89	77.56
40320	4	12.25	81.65
40576	4	13.08	76.43
40832	4	10.83	92.31
41088	4	12.98	77.02
41344	4	18.37	54.45
41600	4	16.11	62.06
41856	4	15.57	64.22
42112	4	13.69	73.02
42368	4	13.10	76.36
42624	4	16.86	59.33
42880	4	11.95	83.69
43136	4	15.02	66.59
43392	4	16.39	61.01
43648	4	12.23	81.76
43904	4	13.92	71.83
44160	4	14.45	69.22
44416	4	8.41	118.92
44672	4	13.99	71.50
44928	4	15.49	64.56
45184	4	15.87	63.02
45440	4	15.57	64.24
45696	4	14.20	70.44
45952	4	20.40	49.02
46208	4	11.84	84.45
46464	4	12.69	78.80
46720	4	14.24	70.21
46976	4	15.41	64.88
47232	4	17.56	56.96
47488	4	14.22	70.32
47744	4	16.09	62.15
48000	4	12.28	81.46
48256	4	20.59	48.57
48512	4	12.59	79.43
48768	4	15.29	65.40
49024	4	13.91	71.92
49280	4	16.45	60.79
49536	4	14.94	66.95
49792	4	19.13	52.27
50048	4	19.18	52.13
50304	4	20.24	49.41
50560	4	18.39	54.39
50816	4	21.72	46.03
51072	4	18.68	53.54
51328	4	19.22	52.04
51584	4	18.70	53.47
51840	4	14.88	67.21
52096	4	18.40	54.34
52352	4	17.81	56.14
52608	4	14.43	69.32
52864	4	23.72	42.16
53120	4	21.28	47.00
53376	4	16.35	61.15
53632	4	16.31	61.31
53888	4	14.33	69.77
54144	4	18.50	54.06
54400	4	19.34	51.70
54656	4	18.71	53.44
